term,日付,終値,始値,高値,安値,変化率 %
5Y,2012-10-01,0.309,0.309,0.309,0.309,-3.50%
5Y,2012-09-01,0.32,0.32,0.32,0.32,-10.36%
5Y,2012-08-01,0.357,0.357,0.357,0.357,5.00%
5Y,2012-07-01,0.34,0.34,0.34,0.34,-13.11%
5Y,2012-06-01,0.391,0.391,0.391,0.391,-3.69%
5Y,2012-05-01,0.406,0.406,0.406,0.406,-2.10%
5Y,2012-04-01,0.415,0.415,0.415,0.415,-12.39%
5Y,2012-03-01,0.474,0.474,0.474,0.474,6.93%
5Y,2012-02-01,0.443,0.443,0.443,0.443,-1.12%
5Y,2012-01-01,0.448,0.448,0.448,0.448,-3.14%
5Y,2011-12-01,0.463,0.463,0.463,0.463,-13.55%
5Y,2011-11-01,0.535,0.535,0.535,0.535,15.05%
5Y,2011-10-01,0.465,0.465,0.465,0.465,-1.59%
5Y,2011-09-01,0.472,0.472,0.472,0.472,6.18%
5Y,2011-08-01,0.445,0.445,0.445,0.445,-7.29%
5Y,2011-07-01,0.48,0.48,0.48,0.48,-12.73%
5Y,2011-06-01,0.55,0.55,0.55,0.55,-1.11%
5Y,2011-05-01,0.556,0.556,0.556,0.556,-1.78%
5Y,2011-04-01,0.566,0.566,0.566,0.566,-7.72%
5Y,2011-03-01,0.614,0.614,0.614,0.614,-9.48%
5Y,2011-02-01,0.678,0.678,0.678,0.678,7.79%
5Y,2011-01-01,0.629,0.629,0.629,0.629,13.33%
5Y,2010-12-01,0.555,0.555,0.555,0.555,-6.09%
5Y,2010-11-01,0.591,0.591,0.591,0.591,26.28%
5Y,2010-10-01,0.468,0.468,0.468,0.468,-2.50%
5Y,2010-09-01,0.48,0.48,0.48,0.48,-4.48%
5Y,2010-08-01,0.502,0.502,0.502,0.502,-11.84%
5Y,2010-07-01,0.57,0.57,0.57,0.57,-5.63%
5Y,2010-06-01,0.604,0.604,0.604,0.604,-11.31%
9Y,2026-02-01,1.901,1.968,2.061,1.856,-3.57%
9Y,2026-01-01,1.971,1.847,2.117,1.85,5.01%
9Y,2025-12-01,1.877,1.603,1.892,1.604,16.51%
9Y,2025-11-01,1.611,1.46,1.635,1.465,8.70%
9Y,2025-10-01,1.482,1.469,1.53,1.41,-0.34%
9Y,2025-09-01,1.487,1.383,1.51,1.339,5.16%
9Y,2025-08-01,1.414,1.314,1.446,1.254,5.13%
9Y,2025-07-01,1.345,1.183,1.389,1.199,11.07%
9Y,2025-06-01,1.211,1.214,1.274,1.172,-2.65%
9Y,2025-05-01,1.244,1.015,1.31,1.014,22.40%
9Y,2025-04-01,1.016,1.289,1.299,0.856,-20.98%
9Y,2025-03-01,1.286,1.23,1.383,1.23,4.67%
9Y,2025-02-01,1.229,1.144,1.32,1.13,7.43%
9Y,2025-01-01,1.144,1.035,1.151,1.035,10.51%
9Y,2024-12-01,1.035,1.014,1.056,0.989,2.09%
9Y,2024-11-01,1.014,0.929,1.055,0.892,9.01%
9Y,2024-10-01,0.93,0.849,0.961,0.811,9.24%
9Y,2024-09-01,0.851,0.877,0.899,0.79,-2.99%
9Y,2024-08-01,0.877,0.957,0.985,0.711,-11.03%
9Y,2024-07-01,0.986,1.008,1.058,0.864,-2.95%
9Y,2024-06-01,1.016,1.028,1.065,0.884,-4.57%
9Y,2024-05-01,1.065,0.906,1.071,0.864,11.95%
9Y,2024-04-01,0.951,0.79,0.989,0.784,21.18%
9Y,2024-03-01,0.785,0.816,0.871,0.671,-7.65%
9Y,2024-02-01,0.85,0.865,0.926,0.794,-4.49%
9Y,2024-01-01,0.89,0.822,0.919,0.679,8.21%
9Y,2023-12-01,0.822,0.86,1.001,0.709,-8.49%
9Y,2023-11-01,0.899,1.117,1.146,0.781,-19.66%
9Y,2023-10-01,1.119,0.949,1.143,0.858,17.92%
9Y,2023-09-01,0.949,0.749,0.969,0.736,17.14%
9Y,2023-08-01,0.81,0.696,0.841,0.679,12.59%
9Y,2023-07-01,0.719,0.543,0.759,0.486,27.33%
9Y,2023-06-01,0.565,0.578,0.61,0.458,-7.57%
9Y,2023-05-01,0.611,0.537,0.621,0.475,7.95%
9Y,2023-04-01,0.566,0.592,0.69,0.506,-9.22%
9Y,2023-03-01,0.624,0.752,0.891,0.429,-23.93%
9Y,2023-02-01,0.82,0.81,0.889,0.754,-3.81%
9Y,2023-01-01,0.853,0.887,1.003,0.685,-3.94%
9Y,2022-12-01,0.887,0.566,0.887,0.554,46.99%
9Y,2022-11-01,0.604,0.519,0.639,0.469,16.12%
9Y,2022-10-01,0.52,0.484,0.668,0.436,7.35%
9Y,2022-09-01,0.484,0.377,0.584,0.335,31.81%
9Y,2022-08-01,0.368,0.294,0.406,0.261,20.97%
9Y,2022-07-01,0.304,0.423,0.461,0.267,-29.97%
9Y,2022-06-01,0.434,0.341,0.613,0.313,30.23%
9Y,2022-05-01,0.333,0.354,0.421,0.279,-11.17%
9Y,2022-04-01,0.375,0.246,0.436,0.246,46.31%
9Y,2022-03-01,0.256,0.21,0.398,0.161,16.50%
9Y,2022-02-01,0.22,0.187,0.276,0.084,26.73%
9Y,2022-01-01,0.174,0.084,0.177,0.076,92.89%
9Y,2021-12-01,0.09,0.064,0.091,0.041,94.38%
9Y,2021-11-01,0.046,0.097,0.101,0.045,-53.14%
9Y,2021-10-01,0.099,0.069,0.123,0.051,36.28%
9Y,2021-09-01,0.072,0.017,0.089,0.002,344.79%
9Y,2021-08-01,0.016,-0.007,0.027,-0.025,328.95%
9Y,2021-07-01,0.004,0.043,0.047,-0.029,-92.00%
9Y,2021-06-01,0.047,0.078,0.093,0.011,-42.42%
9Y,2021-05-01,0.083,0.089,0.096,0.056,-9.64%
9Y,2021-04-01,0.091,0.106,0.126,0.051,-16.08%
9Y,2021-03-01,0.109,0.123,0.135,0.052,-24.34%
9Y,2021-02-01,0.144,0.019,0.156,0.009,422.91%
9Y,2021-01-01,0.027,0.018,0.034,-0.018,57.14%
9Y,2020-12-01,0.018,0.005,0.024,-0.027,26.81%
9Y,2020-11-01,0.014,0.014,0.038,-0.03,-52.08%
9Y,2020-10-01,0.029,-0.007,0.031,-0.026,-388.00%
9Y,2020-09-01,-0.01,0.027,0.04,-0.04,-130.77%
9Y,2020-08-01,0.032,-0.032,0.05,-0.046,-955.26%
9Y,2020-07-01,-0.004,0.031,0.05,-0.046,-110.13%
9Y,2020-06-01,0.038,-0.03,0.086,-0.041,400.00%
9Y,2020-05-01,0.007,-0.006,-0.006,-0.006,-128.52%
9Y,2020-04-01,-0.026,0.036,0.036,0.036,75.33%
9Y,2020-03-01,-0.015,-0.116,-0.116,-0.116,-88.46%
9Y,2020-02-01,-0.13,-0.013,-0.013,-0.013,"1,050.44%"
9Y,2020-01-01,-0.011,0.075,0.075,0.075,-115.59%
9Y,2019-12-01,0.072,0.065,0.065,0.065,123.08%
9Y,2019-11-01,0.032,0.011,0.011,0.011,-196.15%
9Y,2019-10-01,-0.034,-0.052,-0.052,-0.052,-43.67%
9Y,2019-09-01,-0.06,-0.126,-0.126,-0.126,-44.85%
9Y,2019-08-01,-0.109,-0.044,-0.044,-0.044,295.64%
9Y,2019-07-01,-0.027,-0.013,-0.013,-0.013,46.28%
9Y,2019-06-01,-0.019,0.007,0.007,0.007,-144.24%
9Y,2019-05-01,0.043,0.084,0.084,0.084,-49.28%
9Y,2019-04-01,0.084,0.061,0.061,0.061,39.67%
9Y,2019-03-01,0.06,0.121,0.121,0.121,-49.49%
9Y,2019-02-01,0.119,0.093,0.093,0.093,26.65%
9Y,2019-01-01,0.094,0.121,0.121,0.121,-25.73%
9Y,2018-12-01,0.126,0.157,0.157,0.157,-35.23%
9Y,2018-11-01,0.195,0.265,0.265,0.265,-28.12%
9Y,2018-10-01,0.271,0.295,0.295,0.295,-8.81%
9Y,2018-09-01,0.298,0.284,0.284,0.284,7.67%
9Y,2018-08-01,0.276,0.31,0.31,0.31,11.05%
9Y,2018-07-01,0.249,0.203,0.203,0.203,19.90%
9Y,2018-06-01,0.207,0.222,0.222,0.222,-3.49%
9Y,2018-05-01,0.215,0.215,0.215,0.215,1.46%
9Y,2018-04-01,0.212,0.212,0.212,0.212,-2.57%
9Y,2018-03-01,0.218,0.218,0.218,0.218,-3.89%
9Y,2018-02-01,0.226,0.226,0.226,0.226,-4.72%
9Y,2018-01-01,0.237,0.237,0.237,0.237,9.80%
9Y,2017-12-01,0.216,0.216,0.216,0.216,0.60%
9Y,2017-11-01,0.215,0.215,0.215,0.215,-0.60%
9Y,2017-10-01,0.216,0.216,0.216,0.216,-5.46%
9Y,2017-09-01,0.229,0.229,0.229,0.229,43.00%
9Y,2017-08-01,0.16,0.16,0.16,0.16,-26.44%
9Y,2017-07-01,0.218,0.218,0.218,0.218,0.00%
9Y,2017-06-01,0.218,0.218,0.218,0.218,13.70%
9Y,2017-05-01,0.191,0.191,0.191,0.191,15.94%
9Y,2017-04-01,0.165,0.165,0.165,0.165,-23.72%
9Y,2017-03-01,0.216,0.216,0.216,0.216,14.57%
9Y,2017-02-01,0.189,0.189,0.189,0.189,-9.01%
9Y,2017-01-01,0.207,0.207,0.207,0.207,19.46%
9Y,2016-12-01,0.174,0.174,0.174,0.174,6.04%
9Y,2016-11-01,0.164,0.164,0.164,0.164,253.78%
9Y,2016-10-01,0.046,0.046,0.046,0.046,"-3,661.54%"
9Y,2016-09-01,-0.001,-0.001,-0.001,-0.001,-104.15%
9Y,2016-08-01,0.031,0.031,0.031,0.031,-169.56%
9Y,2016-07-01,-0.045,-0.045,-0.045,-0.045,-45.45%
9Y,2016-06-01,-0.083,-0.083,-0.083,-0.083,-269.06%
9Y,2016-05-01,0.049,0.049,0.049,0.049,-41.77%
9Y,2016-04-01,0.084,0.084,0.084,0.084,-9.41%
9Y,2016-03-01,0.093,0.093,0.093,0.093,68.18%
9Y,2016-02-01,0.055,0.055,0.055,0.055,-73.17%
9Y,2016-01-01,0.205,0.205,0.205,0.205,-42.46%
9Y,2015-12-01,0.356,0.356,0.356,0.356,-4.04%
9Y,2015-11-01,0.371,0.371,0.371,0.371,-9.73%
9Y,2015-10-01,0.411,0.411,0.411,0.411,-4.08%
9Y,2015-09-01,0.429,0.429,0.429,0.429,-10.44%
9Y,2015-08-01,0.479,0.479,0.479,0.479,-2.78%
9Y,2015-07-01,0.493,0.493,0.493,0.493,-11.07%
9Y,2015-06-01,0.554,0.554,0.554,0.554,11.32%
9Y,2015-05-01,0.498,0.498,0.498,0.498,0.75%
9Y,2015-04-01,0.494,0.494,0.494,0.494,-2.22%
9Y,2015-03-01,0.505,0.505,0.505,0.505,15.09%
9Y,2015-02-01,0.439,0.439,0.439,0.439,7.68%
9Y,2015-01-01,0.407,0.407,0.407,0.407,-5.52%
9Y,2014-12-01,0.431,0.431,0.431,0.431,-12.43%
9Y,2014-11-01,0.493,0.493,0.493,0.493,-1.76%
9Y,2014-10-01,0.501,0.501,0.501,0.501,-9.68%
9Y,2014-09-01,0.555,0.555,0.555,0.555,6.46%
9Y,2014-08-01,0.521,0.521,0.521,0.521,-5.87%
9Y,2014-07-01,0.554,0.554,0.554,0.554,-8.28%
9Y,2014-06-01,0.604,0.604,0.604,0.604,-5.85%
9Y,2014-05-01,0.641,0.641,0.641,0.641,-6.04%
9Y,2014-04-01,0.683,0.683,0.683,0.683,-4.38%
9Y,2014-03-01,0.714,0.714,0.714,0.714,3.83%
9Y,2014-02-01,0.688,0.688,0.688,0.688,-2.32%
9Y,2014-01-01,0.704,0.704,0.704,0.704,-13.11%
9Y,2013-12-01,0.81,0.81,0.81,0.81,19.56%
9Y,2013-11-01,0.678,0.678,0.678,0.678,6.47%
9Y,2013-10-01,0.636,0.636,0.636,0.636,-16.06%
9Y,2013-09-01,0.758,0.758,0.758,0.758,-6.42%
9Y,2013-08-01,0.81,0.81,0.81,0.81,-6.23%
9Y,2013-07-01,0.864,0.864,0.864,0.864,-3.75%
9Y,2013-06-01,0.897,0.897,0.897,0.897,-4.27%
9Y,2013-05-01,0.938,0.938,0.938,0.938,43.68%
9Y,2013-04-01,0.652,0.652,0.652,0.652,11.54%
9Y,2013-03-01,0.585,0.585,0.585,0.585,-5.65%
9Y,2013-02-01,0.62,0.62,0.62,0.62,-7.32%
9Y,2013-01-01,0.669,0.669,0.669,0.669,-4.70%
9Y,2012-12-01,0.702,0.702,0.702,0.702,13.96%
9Y,2012-11-01,0.616,0.616,0.616,0.616,-7.02%
9Y,2012-10-01,0.663,0.663,0.663,0.663,1.15%
9Y,2012-09-01,0.655,0.655,0.655,0.655,-5.76%
9Y,2012-08-01,0.695,0.695,0.695,0.695,5.70%
9Y,2012-07-01,0.658,0.658,0.658,0.658,-9.46%
9Y,2012-06-01,0.726,0.726,0.726,0.726,-1.69%
9Y,2012-05-01,0.739,0.739,0.739,0.739,-8.46%
9Y,2012-04-01,0.807,0.807,0.807,0.807,-11.32%
9Y,2012-03-01,0.91,0.91,0.91,0.91,5.20%
9Y,2012-02-01,0.865,0.865,0.865,0.865,2.00%
9Y,2012-01-01,0.848,0.848,0.848,0.848,2.94%
9Y,2011-12-01,0.824,0.824,0.824,0.824,-14.53%
9Y,2011-11-01,0.964,0.964,0.964,0.964,6.64%
9Y,2011-10-01,0.904,0.904,0.904,0.904,0.28%
9Y,2011-09-01,0.901,0.901,0.901,0.901,-0.13%
9Y,2011-08-01,0.902,0.902,0.902,0.902,-4.38%
9Y,2011-07-01,0.944,0.944,0.944,0.944,-8.81%
9Y,2011-06-01,1.035,1.035,1.035,1.035,-2.93%
9Y,2011-05-01,1.066,1.066,1.066,1.066,-11.00%
9Y,2011-04-01,1.198,1.198,1.198,1.198,3.17%
9Y,2011-03-01,1.161,1.161,1.161,1.161,-3.07%
9Y,2011-02-01,1.198,1.198,1.198,1.198,5.64%
9Y,2011-01-01,1.134,1.134,1.134,1.134,9.04%
9Y,2010-12-01,1.04,1.04,1.04,1.04,-5.97%
9Y,2010-11-01,1.106,1.106,1.106,1.106,25.82%
9Y,2010-10-01,0.879,0.879,0.879,0.879,-1.57%
9Y,2010-09-01,0.893,0.893,0.893,0.893,-3.06%
9Y,2010-08-01,0.921,0.921,0.921,0.921,-7.70%
9Y,2010-07-01,0.998,0.998,0.998,0.998,-4.22%
9Y,2010-06-01,1.042,1.042,1.042,1.042,-12.73%
2Y,2026-02-01,1.27,1.271,1.378,1.264,-1.60%
2Y,2026-01-01,1.291,1.192,1.351,1.166,5.65%
2Y,2025-12-01,1.222,1.002,1.225,1.016,19.80%
2Y,2025-11-01,1.02,0.955,1.042,0.92,4.51%
2Y,2025-10-01,0.976,0.994,1.028,0.909,-3.84%
2Y,2025-09-01,1.015,0.897,1.032,0.858,9.61%
2Y,2025-08-01,0.926,0.844,0.946,0.811,5.83%
2Y,2025-07-01,0.875,0.765,0.915,0.775,10.20%
2Y,2025-06-01,0.794,0.774,0.821,0.758,-1.24%
2Y,2025-05-01,0.804,0.686,0.814,0.67,16.95%
2Y,2025-04-01,0.688,0.881,0.884,0.571,-21.99%
2Y,2025-03-01,0.881,0.848,0.935,0.846,3.99%
2Y,2025-02-01,0.848,0.794,0.89,0.785,6.94%
2Y,2025-01-01,0.793,0.675,0.795,0.675,17.41%
2Y,2024-12-01,0.675,0.69,0.716,0.642,-2.00%
2Y,2024-11-01,0.689,0.563,0.701,0.55,22.72%
2Y,2024-10-01,0.561,0.491,0.561,0.451,13.97%
2Y,2024-09-01,0.493,0.479,0.5,0.423,2.86%
2Y,2024-08-01,0.479,0.543,0.577,0.354,-15.63%
2Y,2024-07-01,0.567,0.441,0.569,0.391,24.04%
2Y,2024-06-01,0.458,0.468,0.504,0.366,-9.19%
2Y,2024-05-01,0.504,0.365,0.506,0.352,24.40%
2Y,2024-04-01,0.405,0.301,0.428,0.295,35.00%
2Y,2024-03-01,0.3,0.301,0.355,0.254,0.00%
2Y,2024-02-01,0.3,0.237,0.331,0.222,12.65%
2Y,2024-01-01,0.266,0.236,0.278,0.147,12.70%
2Y,2023-12-01,0.236,0.222,0.321,0.181,-6.86%
2Y,2023-11-01,0.254,0.327,0.36,0.179,-12.70%
2Y,2023-10-01,0.291,0.254,0.344,0.189,14.54%
2Y,2023-09-01,0.254,0.139,0.266,0.138,64.31%
2Y,2023-08-01,0.154,0.116,0.188,0.104,32.76%
2Y,2023-07-01,0.116,0.086,0.136,0.06,13.46%
2Y,2023-06-01,0.102,0.089,0.114,0.043,-9.93%
2Y,2023-05-01,0.114,0.086,0.129,0.068,-5.17%
2Y,2023-04-01,0.12,0.135,0.171,0.084,-29.41%
2Y,2023-03-01,0.17,0.184,0.237,0.063,-26.88%
2Y,2023-02-01,0.233,0.187,0.259,0.173,0.52%
2Y,2023-01-01,0.231,0.29,0.339,0.153,-20.24%
2Y,2022-12-01,0.29,0.142,0.322,0.138,70.59%
2Y,2022-11-01,0.17,0.135,0.17,0.092,56.25%
2Y,2022-10-01,0.109,0.117,0.194,0.037,-7.40%
2Y,2022-09-01,0.117,0.078,0.164,0.078,54.00%
2Y,2022-08-01,0.076,0.038,0.106,0.028,22.08%
2Y,2022-07-01,0.063,0.082,0.12,0.032,-42.56%
2Y,2022-06-01,0.109,0.051,0.22,-0.007,55.43%
2Y,2022-05-01,0.07,0.063,0.101,0.031,-12.50%
2Y,2022-04-01,0.08,0.048,0.091,0.047,42.10%
2Y,2022-03-01,0.056,0.039,0.091,-0.007,50.13%
2Y,2022-02-01,0.038,0.011,0.064,-0.007,231.86%
2Y,2022-01-01,0.011,-0.006,0.014,-0.013,-279.37%
2Y,2021-12-01,-0.006,-0.022,-0.006,-0.032,-81.36%
2Y,2021-11-01,-0.034,0.001,0.002,-0.034,238.00%
2Y,2021-10-01,-0.01,-0.013,-0.001,-0.026,-15.97%
2Y,2021-09-01,-0.012,-0.041,-0.011,-0.05,-76.80%
2Y,2021-08-01,-0.051,-0.059,-0.039,-0.059,6.65%
2Y,2021-07-01,-0.048,-0.051,-0.038,-0.061,-8.38%
2Y,2021-06-01,-0.052,-0.041,-0.041,-0.059,27.12%
2Y,2021-05-01,-0.041,-0.045,-0.039,-0.052,-8.22%
2Y,2021-04-01,-0.045,-0.043,-0.041,-0.057,0.00%
2Y,2021-03-01,-0.045,-0.054,-0.035,-0.075,-5.26%
2Y,2021-02-01,-0.047,-0.08,-0.035,-0.083,-36.67%
2Y,2021-01-01,-0.075,-0.066,-0.065,-0.094,13.12%
2Y,2020-12-01,-0.066,-0.065,-0.063,-0.08,2.00%
2Y,2020-11-01,-0.065,-0.065,-0.06,-0.081,0.00%
2Y,2020-10-01,-0.065,-0.072,-0.056,-0.078,-10.34%
2Y,2020-09-01,-0.072,-0.047,-0.047,-0.081,56.59%
2Y,2020-08-01,-0.046,-0.063,-0.036,-0.067,-25.92%
2Y,2020-07-01,-0.063,-0.038,-0.035,-0.069,66.67%
2Y,2020-06-01,-0.038,-0.052,-0.035,-0.06,-28.57%
2Y,2020-05-01,-0.052,-0.06,-0.06,-0.06,-22.22%
2Y,2020-04-01,-0.068,-0.056,-0.056,-0.056,22.73%
2Y,2020-03-01,-0.055,-0.155,-0.155,-0.155,-67.16%
2Y,2020-02-01,-0.168,-0.045,-0.045,-0.045,148.15%
2Y,2020-01-01,-0.068,-0.005,-0.005,-0.005,"1,250.00%"
2Y,2019-12-01,-0.005,-0.044,-0.044,-0.044,-91.67%
2Y,2019-11-01,-0.06,-0.15,-0.15,-0.15,-51.53%
2Y,2019-10-01,-0.124,-0.144,-0.144,-0.144,-23.82%
2Y,2019-09-01,-0.162,-0.147,-0.147,-0.147,10.17%
2Y,2019-08-01,-0.147,-0.112,-0.112,-0.112,32.52%
2Y,2019-07-01,-0.111,-0.114,-0.114,-0.114,-6.31%
2Y,2019-06-01,-0.119,-0.064,-0.064,-0.064,116.00%
2Y,2019-05-01,-0.055,-0.036,-0.036,-0.036,51.52%
2Y,2019-04-01,-0.036,-0.058,-0.058,-0.058,-39.50%
2Y,2019-03-01,-0.06,-0.039,-0.039,-0.039,45.28%
2Y,2019-02-01,-0.041,-0.036,-0.036,-0.036,31.95%
2Y,2019-01-01,-0.031,-0.013,-0.013,-0.013,150.40%
2Y,2018-12-01,-0.013,-0.013,-0.013,-0.013,-266.67%
2Y,2018-11-01,0.007,0.029,0.029,0.029,-73.96%
2Y,2018-10-01,0.029,0.041,0.041,0.041,-34.25%
2Y,2018-09-01,0.044,0.038,0.038,0.038,6.05%
2Y,2018-08-01,0.041,0.039,0.039,0.039,27.08%
2Y,2018-07-01,0.032,0.025,0.025,0.025,18.18%
2Y,2018-06-01,0.027,0.041,0.041,0.041,-24.24%
2Y,2018-05-01,0.036,0.036,0.036,0.036,7.40%
2Y,2018-04-01,0.034,0.034,0.034,0.034,-6.89%
2Y,2018-03-01,0.036,0.036,0.036,0.036,0.00%
2Y,2018-02-01,0.036,0.036,0.036,0.036,-3.20%
2Y,2018-01-01,0.038,0.038,0.038,0.038,15.38%
2Y,2017-12-01,0.032,0.032,0.032,0.032,44.44%
2Y,2017-11-01,0.023,0.023,0.023,0.023,12.50%
2Y,2017-10-01,0.02,0.02,0.02,0.02,14.29%
2Y,2017-09-01,0.018,0.018,0.018,0.018,"1,246.15%"
2Y,2017-08-01,0.001,0.001,0.001,0.001,-94.80%
2Y,2017-07-01,0.025,0.025,0.025,0.025,-16.67%
2Y,2017-06-01,0.03,0.03,0.03,0.03,4.17%
2Y,2017-05-01,0.029,0.029,0.029,0.029,154.87%
2Y,2017-04-01,0.011,0.011,0.011,0.011,-69.87%
2Y,2017-03-01,0.038,0.038,0.038,0.038,114.29%
2Y,2017-02-01,0.018,0.018,0.018,0.018,-51.79%
2Y,2017-01-01,0.036,0.036,0.036,0.036,384.00%
2Y,2016-12-01,0.007,0.007,0.007,0.007,-60.11%
2Y,2016-11-01,0.019,0.019,0.019,0.019,-148.45%
2Y,2016-10-01,-0.039,-0.039,-0.039,-0.039,-65.14%
2Y,2016-09-01,-0.111,-0.111,-0.111,-0.111,15.58%
2Y,2016-08-01,-0.096,-0.096,-0.096,-0.096,-6.05%
2Y,2016-07-01,-0.102,-0.102,-0.102,-0.102,-29.31%
2Y,2016-06-01,-0.145,-0.145,-0.145,-0.145,2.62%
2Y,2016-05-01,-0.141,-0.141,-0.141,-0.141,9.70%
2Y,2016-04-01,-0.129,-0.129,-0.129,-0.129,5.14%
2Y,2016-03-01,-0.123,-0.123,-0.123,-0.123,-33.78%
2Y,2016-02-01,-0.185,-0.185,-0.185,-0.185,722.22%
2Y,2016-01-01,-0.023,-0.023,-0.023,-0.023,-125.34%
2Y,2015-12-01,0.089,0.089,0.089,0.089,5.97%
2Y,2015-11-01,0.084,0.084,0.084,0.084,-2.78%
2Y,2015-10-01,0.086,0.086,0.086,0.086,-9.26%
2Y,2015-09-01,0.095,0.095,0.095,0.095,-13.64%
2Y,2015-08-01,0.11,0.11,0.11,0.11,-14.06%
2Y,2015-07-01,0.128,0.128,0.128,0.128,-10.49%
2Y,2015-06-01,0.143,0.143,0.143,0.143,5.93%
2Y,2015-05-01,0.135,0.135,0.135,0.135,0.90%
2Y,2015-04-01,0.134,0.134,0.134,0.134,-13.68%
2Y,2015-03-01,0.155,0.155,0.155,0.155,29.17%
2Y,2015-02-01,0.12,0.12,0.12,0.12,0.00%
2Y,2015-01-01,0.12,0.12,0.12,0.12,-3.07%
2Y,2014-12-01,0.124,0.124,0.124,0.124,-5.71%
2Y,2014-11-01,0.131,0.131,0.131,0.131,-8.69%
2Y,2014-10-01,0.144,0.144,0.144,0.144,-9.45%
2Y,2014-09-01,0.159,0.159,0.159,0.159,-6.59%
2Y,2014-08-01,0.17,0.17,0.17,0.17,8.77%
2Y,2014-07-01,0.156,0.156,0.156,0.156,-3.10%
2Y,2014-06-01,0.161,0.161,0.161,0.161,-10.39%
2Y,2014-05-01,0.18,0.18,0.18,0.18,1.41%
2Y,2014-04-01,0.177,0.177,0.177,0.177,0.68%
2Y,2014-03-01,0.176,0.176,0.176,0.176,-5.97%
2Y,2014-02-01,0.188,0.188,0.188,0.188,0.64%
2Y,2014-01-01,0.186,0.186,0.186,0.186,-2.61%
2Y,2013-12-01,0.191,0.191,0.191,0.191,2.68%
2Y,2013-11-01,0.186,0.186,0.186,0.186,-5.67%
2Y,2013-10-01,0.198,0.198,0.198,0.198,-15.96%
2Y,2013-09-01,0.235,0.235,0.235,0.235,-8.74%
2Y,2013-08-01,0.257,0.257,0.257,0.257,6.19%
2Y,2013-07-01,0.243,0.243,0.243,0.243,-9.35%
2Y,2013-06-01,0.268,0.268,0.268,0.268,-4.05%
2Y,2013-05-01,0.279,0.279,0.279,0.279,9.89%
2Y,2013-04-01,0.254,0.254,0.254,0.254,18.00%
2Y,2013-03-01,0.215,0.215,0.215,0.215,3.61%
2Y,2013-02-01,0.207,0.207,0.207,0.207,1.87%
2Y,2013-01-01,0.204,0.204,0.204,0.204,-2.54%
2Y,2012-12-01,0.209,0.209,0.209,0.209,-9.13%
2Y,2012-11-01,0.23,0.23,0.23,0.23,-6.12%
2Y,2012-10-01,0.245,0.245,0.245,0.245,-5.77%
2Y,2012-09-01,0.26,0.26,0.26,0.26,-10.34%
2Y,2012-08-01,0.29,0.29,0.29,0.29,2.65%
2Y,2012-07-01,0.282,0.282,0.282,0.282,-12.40%
2Y,2012-06-01,0.322,0.322,0.322,0.322,-3.73%
2Y,2012-05-01,0.335,0.335,0.335,0.335,1.52%
2Y,2012-04-01,0.33,0.33,0.33,0.33,-2.60%
2Y,2012-03-01,0.339,0.339,0.339,0.339,1.89%
2Y,2012-02-01,0.333,0.333,0.333,0.333,-3.96%
2Y,2012-01-01,0.346,0.346,0.346,0.346,-4.50%
2Y,2011-12-01,0.363,0.363,0.363,0.363,-10.49%
2Y,2011-11-01,0.405,0.405,0.405,0.405,20.90%
2Y,2011-10-01,0.335,0.335,0.335,0.335,-1.12%
2Y,2011-09-01,0.339,0.339,0.339,0.339,5.88%
2Y,2011-08-01,0.32,0.32,0.32,0.32,-9.22%
2Y,2011-07-01,0.352,0.352,0.352,0.352,-6.62%
2Y,2011-06-01,0.377,0.377,0.377,0.377,4.86%
2Y,2011-05-01,0.36,0.36,0.36,0.36,2.86%
2Y,2011-04-01,0.35,0.35,0.35,0.35,-8.18%
2Y,2011-03-01,0.381,0.381,0.381,0.381,-9.88%
2Y,2011-02-01,0.423,0.423,0.423,0.423,6.28%
2Y,2011-01-01,0.398,0.398,0.398,0.398,7.57%
2Y,2010-12-01,0.37,0.37,0.37,0.37,-3.14%
2Y,2010-11-01,0.382,0.382,0.382,0.382,2.69%
2Y,2010-10-01,0.372,0.372,0.372,0.372,-2.41%
2Y,2010-09-01,0.381,0.381,0.381,0.381,-3.49%
2Y,2010-08-01,0.395,0.395,0.395,0.395,-8.42%
2Y,2010-07-01,0.431,0.431,0.431,0.431,-5.83%
2Y,2010-06-01,0.458,0.458,0.458,0.458,-5.18%
12Y,2026-02-01,2.113,2.214,2.29,2.079,-4.34%
12Y,2026-01-01,2.209,2.078,2.385,2.08,4.79%
12Y,2025-12-01,2.108,1.83,2.125,1.832,14.69%
12Y,2025-11-01,1.838,1.68,1.868,1.679,8.76%
12Y,2025-10-01,1.69,1.68,1.765,1.628,0.18%
12Y,2025-09-01,1.687,1.612,1.713,1.575,2.62%
12Y,2025-08-01,1.644,1.545,1.681,1.489,4.31%
12Y,2025-07-01,1.576,1.404,1.623,1.42,9.83%
12Y,2025-06-01,1.435,1.43,1.498,1.393,-1.71%
12Y,2025-05-01,1.46,1.216,1.549,1.219,19.92%
12Y,2025-04-01,1.217,1.456,1.47,1.024,-16.25%
12Y,2025-03-01,1.454,1.393,1.55,1.393,4.49%
12Y,2025-02-01,1.391,1.296,1.48,1.285,7.34%
12Y,2025-01-01,1.296,1.205,1.326,1.205,7.57%
